id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1078,*UT/Hyde Park Craftsman Apartment,4635658,Tracy,,78705,30.30123,-97.73674,Entire home/apt,85,2,221,2019-04-28,1.70,2,26
2265,Zen-East in the Heart of Austin,2466,Paddy,,78702,30.2775,-97.71398,Entire home/apt,225,28,24,2019-03-16,0.19,3,82
5245,"Green, Colorful, Clean &  Cozy home",2466,Paddy,,78702,30.27577,-97.71379,Private room,100,28,9,2018-03-14,0.07,3,41
5456,"Walk to 6th, Rainey St and Convention Ctr",8028,Sylvia,,78702,30.26112,-97.73448,Entire home/apt,95,2,481,2019-04-23,3.88,1,290
5769,NW Austin Room,8186,Elizabeth,,78729,30.45596,-97.7837,Private room,40,1,246,2019-04-28,2.22,1,69
6413,Gem of a Studio near Downtown,13879,Todd,,78704,30.24829,-97.73726,Entire home/apt,99,4,94,2019-05-06,0.82,1,0
6448,Secluded Studio in 78704 (Zilker),14156,Amy,,78704,30.26027,-97.76503,Entire home/apt,129,3,206,2019-05-05,2.20,2,100
8502,Woodland Studio Lodging,25298,Karen,,78741,30.23616,-97.73682,Entire home/apt,40,3,45,2018-10-09,0.40,1,175
14765,"30s Craftsman Travis Hghts home, SoCo,  downtown",57982,Charla,,78704,30.25012,-97.74193,Entire home/apt,260,2,47,2019-04-14,0.63,1,133
14913,Blue Boy Club House / Music Venue,58635,Steven,,78748,30.15645,-97.82411,Entire home/apt,300,1,25,2018-08-26,0.40,1,0
21126,Live Like a Local in a Chic Mid-Century Modern Retreat,80406,Dani,,78704,30.24503,-97.74075,Entire home/apt,550,1,80,2019-05-07,1.05,11,137
21145,"Central, Pet Friendly, Private Pool, Non Smoking",80511,April,,78705,30.29422,-97.74618,Entire home/apt,220,2,32,2019-02-18,0.81,1,93
22166,Close in Hill country views NW ,84906,Stacey,,78759,30.38957,-97.76216,Entire home/apt,155,30,9,2015-07-04,0.08,1,347
22828,Garage Apartment near S Congress,56488,David,,78741,30.23564,-97.73146,Entire home/apt,54,31,35,2019-02-28,0.31,1,237
22982,Private Clarksville 2-1/Sleeps Six,89031,Gina,,78703,30.28027,-97.75596,Entire home/apt,95,2,130,2019-04-20,1.17,1,294
25028,Lovely Central Austin Bungalow,102862,Elana,,78757,30.33766,-97.73726,Entire home/apt,100,30,31,2018-12-22,0.28,1,227
32396,South Austin Comfort,140174,Tiffany,,78749,30.20273,-97.84439,Entire home/apt,55,1,9,2012-10-02,0.08,1,133
37324,furnished bedroom and full bath,161189,Chris,,78727,30.4303,-97.69125,Private room,35,2,31,2019-05-04,0.64,1,271
39993,Tiny Tarrytown Apartment,210965,Susan And Anthony,,78703,30.29996,-97.77832,Entire home/apt,59,2,110,2019-05-12,1.75,2,289
40285,"OUTDOOR LIVING IN AUSTIN, TX",170787,Robbie,,78731,30.35141,-97.76323,Entire home/apt,350,2,28,2016-11-27,0.28,1,364
46929,Sunny Central Austin Apartment,210965,Susan And Anthony,,78703,30.30038,-97.77886,Entire home/apt,105,2,345,2019-05-12,3.30,2,240
47572,Harmonious Home in  North Austin,215917,Belinda,,78758,30.37641,-97.70926,Private room,52,3,1,2019-03-19,0.53,1,357
50310,Super Hip South Austin Studio,230553,Sevylla,,78744,30.20093,-97.75318,Entire home/apt,40,3,234,2019-05-05,2.24,2,263
50318,Scooby Doo House,12409,Flip,,78705,30.28625,-97.75022,Entire home/apt,100,5,28,2019-03-17,0.27,2,319
50334,Villa in Central Austin for ACL!,230747,Suzanne,,78703,30.28271,-97.75881,Entire home/apt,300,7,3,2015-03-18,0.03,1,365
51100,Walking distance to ACL,235136,Charla,,78703,30.28188,-97.76413,Entire home/apt,500,3,2,2019-05-12,0.02,1,210
56690,STUDIO IN SOCO.  BEST LOCATION!,268988,Stephanie,,78704,30.2444,-97.75121,Entire home/apt,150,2,156,2019-05-05,1.57,2,85
57187,"Zilker Park, Fun, Funky, Colorful, Peaceful Haven",272156,Lois,,78704,30.25596,-97.76866,Entire home/apt,99,1,564,2019-05-05,5.54,2,251
62279,4-2 1/2 home 10 minutes from downtown,303006,Paula,,78703,30.29717,-97.77102,Entire home/apt,249,3,0,,,1,365
68130,Hyde Park Flat - Bamboo Floors,336916,Drew,,78751,30.31171,-97.72455,Entire home/apt,89,2,420,2019-04-28,4.15,1,88
69303,Colorful and Quirky Zilker Park Townhouse,272156,Lois,,78704,30.2607,-97.77194,Entire home/apt,145,2,68,2019-05-12,0.69,2,234
69352,Enchanting Zilker Cottage~Downtown,347068,Particular Properties,,78704,30.25775,-97.76354,Entire home/apt,89,2,390,2018-05-24,3.93,2,194
69810,"Live Beneath Live Oaks in a Bright, Intimate House",82762,Dolina,,78704,30.23152,-97.76434,Entire home/apt,110,2,398,2019-05-10,3.99,1,220
70258,South 1st Garage Apartment - Ideally Central,355348,Jason,,78704,30.23616,-97.76446,Entire home/apt,150,2,22,2019-03-31,1.09,1,91
70812,1 Bedroom Apt; Above the Studio,268988,Stephanie,,78704,30.24501,-97.74986,Entire home/apt,150,2,129,2019-05-04,1.30,2,85
72633,Architect Designed - Great Location,377037,Becca,,78704,30.24604,-97.75329,Entire home/apt,470,2,39,2019-03-20,0.39,1,336
72706,"Great, Central SoCo Cottage!",377618,Susan,,78704,30.24775,-97.76403,Entire home/apt,145,2,239,2019-05-07,2.41,2,317
72833,Central Cottage with bikes!,378744,Ellen And Andy,,78731,30.31383,-97.75161,Entire home/apt,85,3,305,2019-05-08,3.07,1,123
73005,3BR Convenient Gated Townhome!,128514,Vivian,,78727,30.41519,-97.73019,Entire home/apt,230,2,23,2019-04-15,0.23,1,132
73289,Simple 2/2 in Central Austin,382510,Christina,,78705,30.28985,-97.7451,Entire home/apt,107,30,39,2019-03-25,0.39,2,320
73898,Close to everything !! Good music!!,387130,Rick,,78749,30.20857,-97.85673,Private room,67,10,26,2018-04-21,0.27,1,0
74318,Private Guest House 78704,387918,Amy & Justin,,78704,30.24422,-97.77885,Entire home/apt,90,2,188,2019-04-23,1.90,1,358
74716,Welcoming East Austin Guest Suite,393795,Jennifer,,78702,30.27656,-97.72166,Private room,75,2,87,2018-10-25,1.28,1,0
74742,Large private room,394019,William,,78704,30.23042,-97.78256,Private room,77,1,6,2019-03-18,0.06,2,0
75174,South Shore Condo on Lady Bird Lake,393905,David,,78702,30.24773,-97.72584,Entire home/apt,130,2,240,2019-05-05,2.41,2,189
75957,PRIVATE COTTAGE APT IN Tarrytown -Central Austin,404260,Kelly,,78703,30.29187,-97.76824,Entire home/apt,115,2,259,2019-05-07,2.61,2,332
76391,3700 ft2 brand new Mueller Home,407740,Michelle,,78751,30.3071,-97.73046,Entire home/apt,850,3,4,2015-03-19,0.04,1,365
76497,Lovely chic 2 Bdrm Downtown whereAirbnb CEO stays,177441,Ashley,,78703,30.27577,-97.75608,Entire home/apt,152,2,168,2019-05-06,1.69,2,353
76501,Upstairs Flat in Central Austin,408534,Kevin And Bob,,78722,30.29138,-97.71907,Entire home/apt,125,2,151,2019-04-22,1.51,1,316
76911,EastSideLavishness- A Stay of comfort and Joy,394012,Peter,,78702,30.26775,-97.72695,Entire home/apt,821,2,114,2019-05-12,2.29,1,340
76925,Comfy Digs in East Austin,411190,Lynn,,78702,30.25517,-97.72458,Entire home/apt,400,2,15,2019-04-07,0.15,1,346
76996,The Travis Heights Tree House,1665428,Krista,,78704,30.23778,-97.74453,Entire home/apt,68,20,33,2019-04-21,0.33,1,221
77347,Room or rooms ,382265,Leslie,,78733,30.33937,-97.88116,Private room,95,2,0,,,2,361
77635,"Retro 60's Home,Walk to Zilker,Yard",416628,Carlos,,78704,30.25177,-97.77888,Entire home/apt,195,3,13,2019-04-06,0.16,2,340
77639,Sweet South Austin Spot,416628,Carlos,,78704,30.25003,-97.77859,Entire home/apt,245,3,19,2019-05-06,0.34,2,362
78035,Modern Gem featured by Dwell. Pool + HotTub.,419192,Keith And Shannon,,78704,30.25625,-97.76766,Entire home/apt,750,3,62,2019-04-28,2.32,1,113
78127,Downtown Luxury Home/ Clean/ PERFECT LOCATION,419707,Julia,,78701,30.2752,-97.74863,Entire home/apt,404,1,4,2018-11-04,0.04,3,12
78422,Living the Dream on Richardine,421002,E. Dixie,,78702,30.27324,-97.71173,Private room,50,1,1,2011-03-17,0.01,1,72
78584,East 2nd Street Charmer!,422239,Cristina,,78702,30.26278,-97.73529,Entire home/apt,176,2,92,2019-04-28,1.08,3,114
78731,Private Room and Bath in Central East Austin House,423131,Robin,,78702,30.26984,-97.72874,Private room,85,2,150,2019-04-28,1.72,1,64
78749,Condo in the Heart of Downtown Austin...Walkable!,423241,Breanne,,78701,30.27066,-97.7414,Entire home/apt,128,30,7,2019-05-03,0.07,2,129
78831,Cool Hyde Park efficiency apartment,423840,Marcus,,78751,30.31262,-97.72543,Entire home/apt,109,2,308,2019-05-12,3.09,1,169
78884,Beautiful Zilker Park Condo next to Downtown!,424158,Lynne,,78704,30.26088,-97.77438,Entire home/apt,89,2,109,2019-04-29,1.10,1,270
78898,South Austin studio guest house,424128,Jaime,,78704,30.25126,-97.77173,Entire home/apt,95,2,220,2019-05-12,2.21,1,36
78908,Cool South Central Home for rent,424338,Patty,,78704,30.23596,-97.78299,Entire home/apt,400,1,4,2012-11-20,0.04,1,364
78974,78704 Detached Garden  Cottage,424835,Dan,,78704,30.23916,-97.76487,Entire home/apt,100,1,398,2019-04-27,4.01,1,353
78993,NEWLY REMODELED CENTRAL AUSTIN HOME SLEEPS 5-6,424999,Emily,,78731,30.32787,-97.75442,Entire home/apt,500,2,10,2018-10-21,0.56,1,0
79100,Pool House-Off East 51st-Central-Bike/Bus-Dwell,425706,Robert,,78723,30.30971,-97.6948,Entire home/apt,95,2,20,2019-03-24,0.62,6,0
79432,Carriage House Apartment,427758,Ford,,78703,30.2809,-97.76065,Entire home/apt,119,30,53,2019-04-08,0.53,1,100
79768,East-Side Bungalow,430091,Shawn,,78702,30.26071,-97.73258,Entire home/apt,225,4,34,2019-03-11,0.37,2,0
80025,HOUSE SXSW Only. NEW LISTING,428761,David,,78722,30.29808,-97.71339,Private room,600,5,4,2018-01-23,0.04,1,365
80725,Central Austin Home ,436771,Merlyn,,78703,30.28408,-97.76828,Entire home/apt,500,4,0,,,1,365
82033,"Clean and quiet 3/2, in Mueller area.",445746,Kimberly,,78723,30.30419,-97.68914,Entire home/apt,508,1,4,2018-05-22,0.28,1,71
83643,Fun Central Austin Convenience,456230,Michele,,78752,30.32373,-97.71629,Private room,47,2,164,2019-04-08,1.76,1,348
84771,Campus Retreat,321037,Lucien,,78705,30.29269,-97.74345,Entire home/apt,45,2,16,2018-01-03,0.78,2,0
89475,4 Bed Contemporary w/2 Living Rooms,487072,Greg & Amanda,,78757,30.35669,-97.72658,Entire home/apt,199,30,82,2019-04-07,1.00,10,238
90898,"Artsy, Cozy, and Fun; Our Travis Heights 2-1",236847,Lester,,78704,30.24666,-97.7476,Entire home/apt,112,2,64,2019-04-27,0.65,1,329
104099,Zilker Guesthouse,213651,Daniel,,78704,30.25456,-97.77551,Entire home/apt,85,2,142,2019-05-08,1.53,2,0
104386,South Austin Cottage 78704 - 2BR,543367,Mary,,78704,30.24613,-97.74528,Entire home/apt,77,31,123,2019-03-14,1.27,2,328
113779,Spacious 1BR w/ Office in Hyde Park,578211,Pete,,78751,30.30326,-97.73057,Entire home/apt,119,5,60,2019-04-13,0.67,9,348
113791,Avenue G Guesthouse in Hyde Park,578249,Larry And Susan,,78751,30.3022,-97.73013,Private room,60,30,12,2018-06-22,0.13,2,309
116014,SXSW LAST MINUTE Downtown Space,419707,Julia,,78701,30.27509,-97.74851,Entire home/apt,260,1,2,2019-04-14,0.02,3,3
128326,Austin City Limits-Private Pool by Nature Preserve,634580,Morrie And Rachel,,78736,30.24395,-98.00244,Entire home/apt,295,3,172,2019-04-29,1.85,1,310
140474,Historic Hyde Park Home By Downtown,578211,Pete,,78751,30.30226,-97.73143,Entire home/apt,136,5,47,2019-05-06,0.51,9,312
140504,1915 Home w/1BR With Modern Flare,578211,Pete,,78751,30.30242,-97.72954,Entire home/apt,119,5,43,2019-04-28,0.46,9,341
140561,ELEGANT 4 B.R. HOME NEAR DOWNTOWN,41259,Vincent,,78744,30.16127,-97.7843,Entire home/apt,199,2,31,2019-01-28,0.36,1,323
141550,"Sweet, Sexy Studio in the '02",688306,Epiphany,,78702,30.25582,-97.72709,Entire home/apt,107,1,389,2019-05-05,4.16,1,152
145210,Maiden Lane Guesthouse,475506,Dan,,78705,30.30219,-97.74143,Entire home/apt,129,3,176,2019-05-06,2.23,1,279
146153,CUTE CHERRYWOOD BUNGALOW,707052,Julie,,78722,30.28917,-97.71148,Entire home/apt,100,28,19,2018-07-29,0.22,1,364
154103,"4 BDR Home Ideal for SXSW, F1, ACL",741170,Scott,,78704,30.2515,-97.78206,Entire home/apt,373,3,13,2019-03-13,0.14,1,317
155359,TheTramHouse-90 Day Min,372205,Keith,,78732,30.41813,-97.88915,Entire home/apt,105,90,33,2018-11-18,0.36,3,191
158398,ACL 2019 oasis! Short bike or scooter to the park!,760426,Lis,,78704,30.2521,-97.78382,Entire home/apt,699,4,11,2019-03-10,0.13,1,241
166561,SOCO ItZ bitZ Bungalow,347068,Particular Properties,,78704,30.24154,-97.76121,Entire home/apt,69,2,337,2019-04-29,3.54,2,131
167459,SXSW and ACL 4 bedroom in Austin!,628942,Marnie,,78746,30.27728,-97.79113,Entire home/apt,800,3,7,2014-03-12,0.08,1,362
172104,South Austin- close to the action!,746286,Isabel,,78745,30.19318,-97.82095,Entire home/apt,129,3,10,2019-03-19,1.85,1,0
174828,Light and Airy Central Austin Retreat with Gorgeous Patio,835236,Jenny,,78752,30.33107,-97.7142,Entire home/apt,350,2,270,2019-05-12,2.90,1,315
179885,Hip Two Bedroom Home in 78704 ,861520,Ray,,78704,30.23908,-97.77182,Entire home/apt,700,3,3,2014-03-12,0.03,1,365
191719,2b/2b downtown Austin minutes away from everything,670910,John,,78704,30.25784,-97.76114,Entire home/apt,270,3,194,2019-05-07,3.39,1,160
195674,"Large Zilker Home, Downtown- SOCO-ACL!",951551,Lori,,78704,30.25836,-97.76723,Entire home/apt,700,2,28,2019-04-28,0.37,1,363
202187,South Congress Studio Apartment,989596,John,,78704,30.24776,-97.74527,Entire home/apt,85,1,647,2019-05-05,6.96,2,296
202753,Parkside Loft - Large Bedroom & Sitting Area.,729047,Tracy,,78703,30.27571,-97.75819,Private room,300,2,10,2019-05-08,0.77,1,89
207054,2BR Mid-Century Home near Downtown & Lake,1018853,Merri Gale & Donald,,78741,30.24594,-97.7313,Entire home/apt,124,2,109,2019-05-05,1.19,1,162
208897,"Light, fresh, East Austin home",1029071,Suzanne,,78702,30.2635,-97.70097,Entire home/apt,184,2,65,2019-05-06,1.03,1,68
214795,Cute Condo Close to Zilker & Dwntwn,1109019,Kristi,,78704,30.25341,-97.77369,Entire home/apt,99,2,60,2019-05-14,60,1,0
217637,East Austin Charmer -- Super Cozy,307872,T.M.,,78722,30.28913,-97.71844,Entire home/apt,79,2,114,2019-05-06,1.27,1,159
218402,New to Austin?  Perfect transition place!,1129520,Paulette,,78754,30.3635,-97.64556,Private room,45,30,19,2019-02-16,0.21,1,325
219168,SOCO Living,1134580,Kalu,,78704,30.24503,-97.74531,Entire home/apt,250,2,10,2019-05-13,10,1,0
223230,Newly Renovated House on MetroRail Line,583537,Courtney,,78752,30.32827,-97.7156,Entire home/apt,139,2,101,2019-05-05,1.10,1,1
224603,Modern Studio Loft,1169129,David And Kristy,,78751,30.30788,-97.72679,Entire home/apt,94,3,102,2017-10-23,1.10,1,0
227372,Allens Boots Loft on South Congress,1185793,Sean & Lauren,,78704,30.24846,-97.75077,Entire home/apt,295,2,142,2019-05-05,1.63,1,333
228217,"3 bedroom house near lakes,ACL&SXSW",1182382,Sharon,,78728,30.45831,-97.68722,Entire home/apt,350,4,0,,,1,365
230976,Huge Room - Beautiful View on 5 acres - King Bed,1207603,Cj,,78737,30.1703,-97.96974,Private room,79,1,69,2019-03-31,1.12,2,318
233930,The Treehouse 1930's Hyde Park Home,578211,Pete,,78751,30.30271,-97.73123,Entire home/apt,159,5,58,2019-05-09,0.65,9,345
234194,Beautiful Room on 5 acres,1207603,Cj,,78737,30.17278,-97.973,Private room,55,1,32,2018-01-21,0.52,2,347
237705,Remodeled Bungalow Downtown Eastside!,1246229,Elizabeth,,78702,30.25409,-97.72566,Entire home/apt,450,1,32,2019-04-07,0.35,4,1
238657,Hill House in Wonderful Bouldin!,1250939,Kerry,,78704,30.25368,-97.7567,Entire home/apt,150,2,66,2019-05-10,1.41,4,265
240541,Stay in the Birdhouse! East/Downtow,1246229,Elizabeth,,78702,30.25426,-97.72431,Entire home/apt,81,1,293,2019-04-29,3.33,4,25
244785,Tranquil East Austin Guesthouse: Spring Delight!,1284548,Gwen & Richard,,78702,30.27917,-97.71564,Entire home/apt,90,1,546,2019-05-13,5.94,1,244
247770,Lovely House In Hip East Austin,1298575,Gloria,,78723,30.3034,-97.68496,Entire home/apt,175,2,1,2012-03-13,0.01,1,0
254232,Central Austin Luxury Home,1335409,Eric,,78703,30.27928,-97.75642,Entire home/apt,610,5,5,2016-03-20,0.06,2,347
256464,A Baby suite on SoCo in room bath,1348968,Sailing,,78704,30.24481,-97.75253,Private room,110,1,82,2019-04-28,0.90,3,361
259845,East Side Brand new! Close UT-DownT,1143953,Linda And Lia,,78702,30.2717,-97.71704,Private room,65,2,65,2019-04-15,0.74,2,256
269200,SXSW House 10 Minutes from Downtown,831267,Jesse,,78753,30.38342,-97.66611,Private room,550,4,0,,,1,365
271052,Clean & Comfy South Austin Condo!,1418696,Kelsey,,78704,30.25309,-97.77375,Entire home/apt,350,3,30,2019-04-21,0.69,1,0
273064,Home for the Holidays!  Rooftop Deck w/ View,1428893,Ryan,,78741,30.23884,-97.73486,Entire home/apt,275,7,1,2012-03-19,0.01,1,0
277028,Cozy 6 bedrooms In the Heart of ATX,746455,Michael,,78703,30.28281,-97.76417,Entire home/apt,299,1,36,2019-05-05,0.40,2,358
282342,Terrific 3bedroom 2.5bath Kitchen Garage Home,1471597,Teresa,,78758,30.36663,-97.70872,Entire home/apt,69,45,18,2019-04-13,0.20,1,60
286029,Vintage Modern Home - VERY Central!,1488733,Brooke,,78704,30.25864,-97.75981,Entire home/apt,222,1,158,2019-04-25,1.76,34,305
294708,3bd+Loft...SOCO Area Convenience,1523587,Dallas,,78704,30.23223,-97.74579,Entire home/apt,154,2,208,2019-04-28,2.38,20,292
295275,Stylish 3/2/2 with large backyard,1282837,Joseph,,78745,30.18844,-97.78975,Entire home/apt,210,30,50,2018-11-02,0.57,2,335
299282,Room in Beautiful Hyde Park Home,1541934,Margo,,78751,30.30944,-97.73181,Private room,195,30,35,2019-03-17,0.40,13,346
300574,Hip Retro Groovy LOFT South Austin Style,167892,Veronica,,78704,30.25721,-97.75563,Entire home/apt,124,2,294,2019-05-05,3.34,2,323
301701,Super Comfortable Room1 Scenic Area,1554241,April,,78759,30.41396,-97.75983,Private room,79,1,1,2012-03-14,0.01,5,365
304866,Big cute clean Casita in SxSAustin!,1568741,Jim O',,78745,30.20948,-97.76969,Entire home/apt,65,3,101,2019-04-28,1.14,12,361
305392,SXSW * Sleeps 10 * Walk everywhere!,117233,Paige,,78702,30.25518,-97.73289,Entire home/apt,525,3,9,2019-03-12,0.12,2,33
311092,Apt for Rent- Close to Dwntwn,1599866,Jaclyn,,78704,30.23225,-97.76552,Entire home/apt,125,2,18,2019-04-15,0.21,1,361
313400,Luxury Modern Home in Zilker,1611299,Pam,,78704,30.25304,-97.76885,Entire home/apt,995,3,11,2018-04-29,0.29,1,346
314152,2 bdrm Condo at  360 Bridge,1614097,Denise,,78730,30.35672,-97.79621,Entire home/apt,350,4,0,,,1,0
315239,Very convenient for SxSW,1617870,John,,78745,30.2135,-97.7809,Entire home/apt,600,3,2,2014-03-17,0.03,1,365
316630,"Hip, convenient home in 78704!",1626165,Gretchen,,78704,30.25431,-97.75578,Entire home/apt,400,3,9,2015-03-24,0.10,1,0
316885,Coming home Master Bedroom,1554241,April,,78759,30.41401,-97.76194,Private room,125,1,3,2014-09-20,0.05,5,365
316886,Ture sanctuary for comfort & peace,1554241,April,,78759,30.41469,-97.76042,Private room,79,1,1,2014-06-28,0.02,5,365
317148,Exotic Artisan Home in Central East Austin,1628379,Martina,,78702,30.26764,-97.70976,Entire home/apt,250,2,37,2019-04-14,0.42,1,177
318963,South Congress Bungalow SXSW 2016,1637006,Cathy,,78704,30.2509,-97.74119,Entire home/apt,650,2,1,2012-01-26,0.01,1,0
319759,█ Swanky Townhome+Rooftop | Downtown | 6th Street!,814883,Kristen,,78702,30.2648,-97.73428,Entire home/apt,200,2,195,2019-04-25,2.23,12,283
319887,Quaint East Austin 2BR SXSW 2016,1640158,Jessica,,78702,30.25536,-97.72855,Entire home/apt,650,4,2,2015-03-18,0.03,1,0
319894,The Perfect Modern Austin Home,1640172,Gary,,78724,30.28413,-97.64927,Entire home/apt,230,2,36,2019-05-13,0.41,2,342
320161,Country Road Room 5,1427814,Andrea,,78747,30.16204,-97.73744,Private room,45,30,19,2019-03-30,0.22,8,0
320435,Amazing Urban Hideaway for SXSW!,1641993,Stephanie,,78753,30.35229,-97.69454,Entire home/apt,625,4,4,2014-03-17,0.05,1,365
321069,Walk to ACL: 3/2 Mid-Century Mod House,1644741,Liz,,78704,30.25407,-97.77818,Entire home/apt,750,2,1,2018-06-23,0.09,1,358
321636,Chic 1953 Spartanette Guesthouse,1647037,Sara,,78702,30.27752,-97.71919,Entire home/apt,95,1,377,2019-04-29,4.28,2,164
321675,3/2 House w/ Pool in Barton Hills,1142525,James,,78704,30.2509,-97.78843,Entire home/apt,500,1,13,2015-10-04,0.17,1,0
321718,Casa De Senor Don Gato,1647403,David,,78704,30.24391,-97.77203,Entire home/apt,475,3,9,2018-03-13,0.12,1,365
322834,Spacious 3/2 East Austin Home,3797734,Leslie And Dylan,,78702,30.26833,-97.71708,Entire home/apt,240,7,47,2018-03-25,0.54,1,0
323733,4th St Loft in Downtown Austin!,1654178,Erik & Crystal,,78701,30.26778,-97.74563,Entire home/apt,149,1,345,2019-05-12,3.97,1,271
325889,"Amazing House & Location, Jacuzzi, Walk S Congress",1666874,Abbie & Brian,,78704,30.24669,-97.75532,Entire home/apt,799,3,10,2019-04-07,0.11,2,336
326839,Eastside Treasure,1671318,Kelsey,,78702,30.26052,-97.71214,Entire home/apt,375,3,9,2019-03-17,0.10,1,5
327911,Lovely Room on bus line,1631335,Peggy,,78757,30.33354,-97.73222,Private room,47,2,86,2018-10-07,0.97,1,133
329172,"Hillside designer home,10 min.dwntn",1680871,Janet,,78746,30.3024,-97.80719,Entire home/apt,495,3,6,2016-06-05,0.07,1,360
329306,"Urban Homestead, 5 minutes to downtown",880571,Angel,,78702,30.27235,-97.72514,Private room,75,2,424,2019-04-04,4.87,10,328
330301,Entire Upstairs in NW Austin,1685125,Janet,,78729,30.45096,-97.76467,Entire home/apt,130,5,12,2012-08-28,0.14,2,362
331549,One Room with Private Bathroom,1690383,Sandra,,78725,30.23911,-97.58625,Private room,100,2,0,,,1,365
333114,House for rent in  North Austin,1697428,Ashly,,78754,30.36875,-97.65554,Private room,109,1,0,,,1,0
333442,RARE SECLUDED 1940s ESTATE,1698318,Virginia,,78703,30.31293,-97.76659,Entire home/apt,450,3,99,2019-05-06,1.24,1,297
333810,South Austin Home 5 min to Downtown,1700565,Robin,,78741,30.23193,-97.74121,Entire home/apt,175,6,3,2016-03-17,0.04,1,0
333815,Solar Sanctuary - Zen Room,372962,Kim,,78704,30.25333,-97.7523,Private room,99,1,135,2019-04-22,1.56,2,343
333856,Solar Sanctuary-Austin History Room,372962,Kim,,78704,30.25304,-97.75301,Private room,99,1,100,2019-04-20,1.14,2,340
333857,Walk to Downtown Homestay Pink Room,1700729,Larry And Joanna,,78702,30.27508,-97.72995,Private room,65,1,132,2019-05-05,1.52,1,68
334554,"SXSW Great 2BCondo, minutes from Downtown & Zilker",1703984,Cindy,,78704,30.2407,-97.77525,Entire home/apt,275,5,6,2019-03-12,0.07,1,66
334616,Great SXSW East Central Apartment,608539,D,,78741,30.24468,-97.72442,Entire home/apt,250,1,2,2013-03-17,0.02,1,0
335945,"Wonderful and comfy townhome, very central and fun",1555683,Patrick,,78741,30.24035,-97.73334,Entire home/apt,190,2,32,2018-04-23,0.37,1,163
337125,"1800 Sq ft, 3-2 home in NW Austin",261883,Carolyn,,78759,30.42198,-97.76717,Private room,75,1,33,2015-10-06,0.38,1,83
337149,Eastside House - Near Downtown!,1714022,Jessica,,78702,30.256,-97.72595,Entire home/apt,200,2,153,2019-04-15,1.75,1,120
337231,SXSW~S Congress Contemporary 4 BR ,1633674,Karen,,78704,30.24916,-97.75179,Entire home/apt,2000,5,0,,,1,87
337414,cute house near East 6th St!,1714815,Veronica,,78702,30.26795,-97.71195,Private room,115,1,15,2016-04-23,0.20,1,0
337560,Spare room for rent for SXSW,1715541,Jason,,78704,30.23447,-97.76755,Private room,700,1,1,2012-03-15,0.01,1,365
337796,Love the space you rent. E.Aus.TX.,1714832,Shannon,,78721,30.25866,-97.68761,Private room,100,2,2,2012-03-19,0.02,1,0
338117,Central East Private Room- Close UT,1143953,Linda And Lia,,78702,30.27374,-97.71887,Private room,67,2,58,2019-04-22,0.67,2,280
340045,Greenbelt Professional Loft ,1725752,Shanti,,78746,30.261,-97.79197,Entire home/apt,400,4,0,,,1,365
340419,*SXSW PRIME LOCATION E 5TH ST*,1727068,Chris & Ana,,78702,30.2628,-97.72499,Entire home/apt,222,7,5,2018-03-14,0.06,1,225
340710,SXSW Rental! 10 min from it all!,4569,Glory,,78735,30.25264,-97.87296,Entire home/apt,300,3,0,,,1,365
341382,SXSW | RENOVATED 4 bedroom home near Downtown,1205884,Luke And Rachel,,78702,30.26496,-97.71496,Entire home/apt,750,1,125,2019-03-17,1.43,1,0
341596,South Austin Ultra Modern,1733004,Julie,,78704,30.24754,-97.75855,Private room,120,2,60,2019-03-24,0.69,1,249
341624,Funky South Austin Home :: Easy Access to SXSW,1733263,Brad,,78745,30.21698,-97.77233,Entire home/apt,250,2,4,2019-03-18,0.06,1,0
341665,3 bdrm close to downtown & airport!,1733499,Lynn,,78745,30.20962,-97.77531,Entire home/apt,240,2,30,2019-05-06,0.61,1,0
341909,3 BR-walk to SXSW / Convention Center,1734746,Eileen,,78702,30.2537,-97.73116,Entire home/apt,450,3,7,2019-03-13,0.09,1,0
342039,Private Guest House - Walk Downtown,1735494,Joey And Steph,,78702,30.25185,-97.73104,Entire home/apt,135,2,252,2019-04-27,2.89,1,316
342243,Spacious Private Master Suite by the Month.,1736662,Teresa,,78759,30.41699,-97.7544,Private room,32,31,1,2018-08-16,0.11,1,272
342919,"2br, 800 sq/ft house/east side/SXSW",1739997,Gabrielle,,78702,30.2582,-97.72019,Entire home/apt,400,3,0,,,1,0
343258,"Artsy, Spacious South Austin Spot",1649892,Cecily,,78745,30.20633,-97.79218,Entire home/apt,120,2,31,2016-10-23,0.36,1,317
343462,Charming Family Friendly Apartment,1742984,Rachel,,78721,30.26912,-97.68767,Entire home/apt,79,1,212,2019-05-01,2.43,1,333
344976,South Congress Getaway Bungalow,1749905,Adam,,78704,30.25035,-97.75722,Entire home/apt,370,3,33,2019-05-03,0.52,1,347
345221,Austin Historic Home Downtown SxSW,1644218,Cecily,,78701,30.27105,-97.74933,Entire home/apt,299,3,7,2019-03-12,0.08,2,333
345473,Exquisite Boutique SoCo Cottage with Shops and Restaurants Nearby,1751224,Whitney,,78704,30.24547,-97.74739,Entire home/apt,295,2,36,2019-03-28,0.48,1,96
